cgpa,avg_ca_score,avg_exam_score,attendance_rate,courses_registered,level,gender,department,performance_category
3.37,29.84,51.04,82.17,4.0,400.0,Male,Electrical Engineering,Average
0.73,14.28,10.16,30.13,7.0,300.0,Male,Electrical Engineering,At-Risk
4.92,29.73,58.19,84.75,7.0,100.0,Female,Civil Engineering,Excellent
2.61,15.98,42.37,66.58,7.0,100.0,Female,Economics,Average
4.54,25.35,63.07,73.29,5.0,400.0,Male,Accounting,Excellent
2.64,21.37,46.25,60.59,5.0,500.0,Male,Law,Average
0.77,2.98,5.14,50.15,4.0,200.0,Male,Other,At-Risk
4.2,23.09,45.98,82.51,5.0,300.0,Female,Computer Science,Good
3.42,25.39,47.56,83.48,6.0,500.0,Female,Medicine,Average
4.02,21.42,66.62,89.55,4.0,500.0,Female,Electrical Engineering,Good
2.43,14.37,35.26,59.2,6.0,300.0,Male,Civil Engineering,Average
3.37,12.32,45.59,47.08,5.0,400.0,Male,Civil Engineering,Average
4.35,29.64,53.98,71.18,6.0,500.0,Male,Medicine,Good
3.34,29.74,60.82,77.71,5.0,400.0,Female,Mechanical Engineering,Average
2.06,15.99,20.67,39.27,8.0,300.0,Male,Mass Communication,At-Risk
3.48,28.2,42.94,68.51,5.0,400.0,Male,Business Administration,Average
3.52,16.91,53.89,75.66,8.0,200.0,Female,Law,Good
4.82,30.0,52.67,100.0,4.0,500.0,Male,Other,Excellent
2.17,8.3,40.56,50.28,4.0,100.0,Female,Accounting,At-Risk
2.41,13.34,38.77,52.52,4.0,200.0,Male,Electrical Engineering,Average
4.15,28.79,65.36,79.33,6.0,200.0,Female,Medicine,Good
2.78,17.16,43.33,66.82,8.0,200.0,Male,Business Administration,Average
3.81,15.82,52.12,74.23,4.0,300.0,Female,Civil Engineering,Good
2.57,8.84,27.46,71.32,7.0,400.0,Male,Accounting,Average
1.47,1.91,19.46,39.65,7.0,500.0,Male,Civil Engineering,At-Risk
3.85,25.58,46.15,77.44,5.0,300.0,Male,Civil Engineering,Good
1.09,16.86,19.15,47.53,5.0,400.0,Female,Other,At-Risk
1.39,15.17,25.97,42.72,8.0,300.0,Male,Civil Engineering,At-Risk
3.32,10.44,58.3,78.25,7.0,100.0,Male,Accounting,Average
3.86,30.0,57.05,77.84,5.0,400.0,Male,Medicine,Good
4.53,30.0,70.0,92.2,8.0,100.0,Female,Mechanical Engineering,Excellent
1.73,2.63,21.8,52.66,6.0,300.0,Female,Economics,At-Risk
1.0,4.47,10.15,45.74,4.0,500.0,Female,Mass Communication,At-Risk
4.8,30.0,70.0,81.3,8.0,400.0,Male,Law,Excellent
1.19,9.92,13.64,38.03,8.0,300.0,Female,Computer Science,At-Risk
1.39,1.79,21.61,58.92,6.0,200.0,Female,Business Administration,At-Risk
1.81,13.92,16.86,58.09,7.0,500.0,Female,Computer Science,At-Risk
2.88,6.61,33.3,54.36,5.0,500.0,Female,Economics,Average
4.47,25.72,67.7,85.48,8.0,200.0,Male,Civil Engineering,Good
3.92,29.22,62.01,53.33,5.0,100.0,Female,Mass Communication,Good
3.69,22.21,43.73,68.5,5.0,300.0,Male,Electrical Engineering,Good
1.29,5.24,23.4,55.07,6.0,400.0,Female,Mass Communication,At-Risk
2.11,17.1,25.27,54.06,5.0,500.0,Male,Civil Engineering,At-Risk
2.65,20.79,37.27,63.01,7.0,500.0,Female,Other,Average
1.16,13.53,27.62,13.8,7.0,200.0,Female,Mechanical Engineering,At-Risk
1.73,14.75,30.69,46.84,6.0,200.0,Female,Mechanical Engineering,At-Risk
1.89,16.73,32.79,56.03,7.0,500.0,Female,Civil Engineering,At-Risk
1.07,10.1,30.29,47.53,6.0,200.0,Female,Other,At-Risk
2.98,19.18,36.03,75.34,8.0,300.0,Male,Law,Average
3.67,22.48,43.53,71.97,5.0,200.0,Female,Law,Good
0.81,3.7,5.63,38.12,7.0,200.0,Female,Economics,At-Risk
2.67,9.93,35.27,48.66,6.0,300.0,Male,Law,Average
4.02,19.34,37.44,76.19,8.0,200.0,Female,Economics,Good
3.87,21.79,52.46,63.78,5.0,300.0,Female,Medicine,Good
4.17,26.21,53.99,61.54,4.0,200.0,Female,Mass Communication,Good
2.52,22.31,41.51,49.35,8.0,100.0,Female,Other,Average
4.19,24.95,61.51,95.4,8.0,400.0,Male,Economics,Good
1.58,14.52,17.36,46.3,7.0,500.0,Male,Business Administration,At-Risk
2.12,18.14,34.45,57.68,6.0,300.0,Male,Medicine,At-Risk
1.29,6.6,23.9,40.39,6.0,200.0,Female,Law,At-Risk
2.6,18.6,30.3,43.34,7.0,400.0,Female,Other,Average
2.26,12.37,27.76,66.53,7.0,300.0,Female,Medicine,At-Risk
1.58,16.12,4.38,27.29,5.0,300.0,Male,Other,At-Risk
3.88,26.48,45.64,71.05,4.0,300.0,Female,Law,Good
1.91,5.52,20.83,52.4,4.0,400.0,Male,Other,At-Risk
1.73,11.17,24.78,53.04,5.0,100.0,Male,Law,At-Risk
1.09,14.77,7.68,35.8,7.0,100.0,Female,Mass Communication,At-Risk
2.47,13.94,30.54,41.32,6.0,100.0,Male,Mechanical Engineering,Average
1.86,13.42,16.28,44.35,7.0,100.0,Female,Other,At-Risk
2.16,15.7,31.63,48.45,6.0,500.0,Male,Civil Engineering,At-Risk
1.56,4.19,25.27,41.01,5.0,400.0,Male,Law,At-Risk
3.93,26.16,58.3,86.91,7.0,400.0,Female,Business Administration,Good
4.69,21.14,65.69,74.08,7.0,400.0,Female,Accounting,Excellent
2.74,13.32,26.04,65.9,8.0,100.0,Female,Law,Average
3.39,25.74,42.55,72.3,8.0,200.0,Male,Accounting,Average
4.4,28.2,58.37,92.43,5.0,400.0,Female,Medicine,Good
4.99,28.45,66.7,88.61,7.0,300.0,Female,Computer Science,Excellent
3.26,21.8,46.25,77.04,5.0,300.0,Male,Mass Communication,Average
4.5,26.72,70.0,82.33,8.0,400.0,Male,Business Administration,Excellent
4.59,27.6,70.0,89.41,7.0,100.0,Male,Law,Excellent
4.06,27.65,48.96,63.71,8.0,400.0,Female,Civil Engineering,Good
2.57,11.81,41.47,34.51,5.0,400.0,Female,Economics,Average
0.87,5.39,17.24,44.16,4.0,300.0,Female,Economics,At-Risk
0.57,1.87,1.55,41.17,4.0,300.0,Female,Electrical Engineering,At-Risk
2.65,7.96,43.85,66.52,6.0,100.0,Male,Accounting,Average
2.72,11.74,36.86,57.44,8.0,200.0,Female,Economics,Average
2.33,21.84,21.38,72.89,7.0,200.0,Female,Mass Communication,At-Risk
3.06,20.26,46.44,62.08,8.0,500.0,Male,Mass Communication,Average
2.98,11.29,43.52,70.03,6.0,100.0,Female,Business Administration,Average
4.26,17.89,57.89,87.12,8.0,200.0,Male,Medicine,Good
0.99,5.37,13.55,59.05,8.0,100.0,Female,Electrical Engineering,At-Risk
1.51,16.89,15.43,44.99,5.0,200.0,Female,Mass Communication,At-Risk
4.07,23.48,61.84,72.29,8.0,100.0,Female,Mass Communication,Good
4.32,30.0,60.07,66.8,4.0,200.0,Female,Other,Good
4.98,30.0,70.0,100.0,6.0,400.0,Female,Accounting,Excellent
4.43,28.92,64.85,87.35,6.0,400.0,Male,Civil Engineering,Good
4.5,20.35,53.83,88.59,5.0,200.0,Male,Law,Excellent
1.91,16.18,19.65,84.14,8.0,400.0,Female,Medicine,At-Risk
2.31,12.17,14.63,60.94,7.0,400.0,Male,Mechanical Engineering,At-Risk
1.71,14.55,28.41,37.45,4.0,500.0,Female,Accounting,At-Risk
3.23,15.3,35.5,66.78,4.0,500.0,Male,Medicine,Average
4.72,29.23,67.21,76.95,4.0,200.0,Female,Accounting,Excellent
2.05,14.07,31.68,50.65,5.0,300.0,Female,Business Administration,At-Risk
3.01,17.27,46.91,62.05,4.0,400.0,Male,Mechanical Engineering,Average
1.83,13.02,16.03,46.13,5.0,200.0,Female,Business Administration,At-Risk
1.26,6.25,17.18,31.24,7.0,300.0,Male,Mechanical Engineering,At-Risk
1.38,5.02,32.66,62.47,8.0,300.0,Male,Civil Engineering,At-Risk
0.76,12.59,24.37,42.12,7.0,200.0,Female,Mechanical Engineering,At-Risk
4.77,30.0,70.0,85.01,6.0,100.0,Male,Business Administration,Excellent
2.31,10.07,35.08,65.33,7.0,100.0,Female,Economics,At-Risk
4.25,28.36,51.51,85.75,8.0,400.0,Female,Business Administration,Good
3.57,17.68,55.67,75.55,4.0,500.0,Female,Electrical Engineering,Good
1.36,2.26,17.83,53.21,8.0,400.0,Female,Law,At-Risk
1.29,12.91,22.54,46.81,7.0,200.0,Female,Business Administration,At-Risk
4.15,16.4,53.09,86.55,5.0,100.0,Male,Economics,Good
1.69,14.78,22.29,57.83,6.0,400.0,Male,Accounting,At-Risk
4.61,26.4,65.85,86.94,6.0,100.0,Male,Accounting,Excellent
1.13,5.72,17.79,41.36,4.0,300.0,Male,Business Administration,At-Risk
3.55,23.35,53.65,87.9,5.0,500.0,Male,Law,Good
4.17,27.9,53.68,75.2,5.0,100.0,Male,Mass Communication,Good
1.56,5.22,11.07,52.62,4.0,300.0,Female,Mass Communication,At-Risk
1.74,14.05,37.4,55.05,6.0,500.0,Female,Business Administration,At-Risk
4.84,29.61,70.0,81.99,6.0,200.0,Female,Civil Engineering,Excellent
1.69,3.86,27.25,42.21,5.0,500.0,Male,Computer Science,At-Risk
2.43,13.76,23.5,55.68,4.0,500.0,Female,Business Administration,Average
2.45,21.58,28.06,54.43,8.0,300.0,Female,Other,Average
1.64,18.21,27.01,35.08,7.0,200.0,Male,Mechanical Engineering,At-Risk
3.99,27.53,66.6,71.38,6.0,400.0,Female,Mass Communication,Good
3.97,17.89,45.92,80.34,7.0,400.0,Female,Law,Good
2.2,15.67,29.84,69.09,5.0,300.0,Female,Medicine,At-Risk
4.26,29.8,61.18,86.64,5.0,100.0,Male,Economics,Good
1.46,12.38,27.34,21.51,7.0,400.0,Female,Law,At-Risk
0.52,7.04,4.52,42.65,7.0,200.0,Female,Electrical Engineering,At-Risk
3.07,20.24,30.47,61.26,7.0,100.0,Female,Electrical Engineering,Average
4.97,29.48,70.0,94.21,6.0,100.0,Male,Mechanical Engineering,Excellent
0.67,1.0,18.43,37.95,4.0,300.0,Male,Law,At-Risk
1.44,0.0,19.44,45.31,7.0,100.0,Male,Business Administration,At-Risk
2.84,18.71,42.93,63.0,7.0,200.0,Female,Mechanical Engineering,Average
4.14,25.8,54.23,79.51,6.0,200.0,Male,Computer Science,Good
0.9,8.19,5.84,54.25,5.0,300.0,Male,Accounting,At-Risk
2.28,6.98,40.11,57.15,8.0,400.0,Female,Business Administration,At-Risk
3.86,26.4,57.17,87.2,5.0,300.0,Male,Electrical Engineering,Good
2.17,23.3,34.33,65.46,5.0,300.0,Female,Computer Science,At-Risk
1.35,8.49,30.91,52.87,7.0,100.0,Female,Law,At-Risk
1.38,7.97,10.88,28.69,6.0,100.0,Male,Law,At-Risk
2.35,15.62,28.42,69.31,6.0,500.0,Female,Mechanical Engineering,At-Risk
2.66,26.11,38.47,57.31,7.0,400.0,Female,Accounting,Average
4.38,21.15,56.78,89.7,5.0,100.0,Female,Mechanical Engineering,Good
3.39,21.36,53.73,60.96,4.0,300.0,Female,Business Administration,Average
3.61,17.64,49.0,61.43,4.0,100.0,Male,Electrical Engineering,Good
4.92,26.81,60.99,100.0,8.0,100.0,Female,Other,Excellent
2.35,13.87,33.47,48.67,6.0,200.0,Female,Medicine,At-Risk
2.32,20.63,33.77,69.24,6.0,400.0,Female,Mass Communication,At-Risk
4.66,30.0,70.0,87.04,5.0,400.0,Female,Civil Engineering,Excellent
1.61,11.88,25.64,45.08,7.0,400.0,Female,Mass Communication,At-Risk
3.78,20.82,56.67,74.96,8.0,100.0,Female,Accounting,Good
3.9,30.0,57.1,63.74,7.0,100.0,Male,Mechanical Engineering,Good
0.94,3.5,11.65,41.14,6.0,300.0,Male,Civil Engineering,At-Risk
2.61,12.79,30.77,50.46,6.0,500.0,Male,Law,Average
1.4,0.0,21.95,42.88,8.0,400.0,Female,Law,At-Risk
1.33,14.99,16.01,55.26,8.0,400.0,Male,Medicine,At-Risk
2.59,20.36,49.74,63.59,5.0,100.0,Female,Mechanical Engineering,Average
1.8,22.9,35.97,36.81,8.0,500.0,Female,Medicine,At-Risk
4.08,17.55,62.21,87.5,8.0,500.0,Female,Other,Good
4.58,30.0,67.21,84.94,8.0,300.0,Female,Computer Science,Excellent
4.11,25.02,56.87,73.93,4.0,200.0,Male,Civil Engineering,Good
1.7,14.21,13.67,57.83,4.0,400.0,Male,Computer Science,At-Risk
1.73,2.16,22.54,49.13,5.0,400.0,Female,Electrical Engineering,At-Risk
1.65,17.22,23.86,38.1,7.0,500.0,Male,Other,At-Risk
1.11,10.58,17.34,61.77,4.0,100.0,Male,Mechanical Engineering,At-Risk
4.75,28.29,70.0,86.79,4.0,300.0,Female,Electrical Engineering,Excellent
2.31,17.08,39.7,56.9,4.0,400.0,Male,Computer Science,At-Risk
1.51,5.24,15.62,44.08,4.0,200.0,Female,Other,At-Risk
4.31,22.96,54.88,93.52,8.0,500.0,Male,Accounting,Good
2.3,11.46,43.76,52.31,7.0,100.0,Male,Law,At-Risk
0.66,0.0,15.38,22.45,7.0,100.0,Female,Mechanical Engineering,At-Risk
1.23,11.68,14.08,37.96,5.0,400.0,Female,Medicine,At-Risk
3.38,26.22,46.42,83.79,7.0,100.0,Female,Mass Communication,Average
4.02,20.63,55.5,86.6,7.0,300.0,Male,Medicine,Good
1.45,10.44,20.54,44.84,6.0,200.0,Male,Accounting,At-Risk
4.63,26.44,68.58,99.27,8.0,400.0,Female,Mechanical Engineering,Excellent
4.33,27.62,70.0,89.43,6.0,100.0,Male,Mechanical Engineering,Good
4.32,22.77,61.97,79.15,5.0,200.0,Male,Economics,Good
1.52,4.73,26.64,46.63,7.0,500.0,Male,Business Administration,At-Risk
0.73,9.62,0.0,42.02,8.0,200.0,Female,Computer Science,At-Risk
4.4,26.1,57.77,74.52,8.0,300.0,Male,Mechanical Engineering,Good
1.88,21.37,36.1,52.56,6.0,500.0,Male,Business Administration,At-Risk
3.29,19.94,49.21,72.51,6.0,400.0,Female,Electrical Engineering,Average
3.92,18.89,19.76,60.17,8.0,400.0,Female,Economics,Good
1.08,12.6,20.47,41.03,7.0,500.0,Male,Civil Engineering,At-Risk
4.01,27.24,70.0,75.13,6.0,400.0,Male,Civil Engineering,Good
4.72,30.0,50.16,96.96,5.0,500.0,Male,Electrical Engineering,Excellent
3.78,28.62,65.04,56.89,8.0,300.0,Male,Accounting,Good
2.49,11.65,12.62,56.01,8.0,500.0,Female,Mechanical Engineering,Average
4.45,26.03,69.73,78.52,4.0,400.0,Male,Economics,Good
2.87,16.38,40.16,74.08,4.0,200.0,Male,Other,Average
3.85,16.66,35.12,75.78,4.0,300.0,Male,Other,Good
4.19,23.84,62.26,98.27,5.0,200.0,Female,Medicine,Good
3.87,29.91,63.42,83.09,4.0,200.0,Female,Law,Good
1.8,11.96,28.05,47.44,8.0,200.0,Female,Other,At-Risk
1.03,0.0,19.1,44.76,8.0,300.0,Female,Medicine,At-Risk
1.57,1.66,18.72,45.33,4.0,200.0,Female,Mechanical Engineering,At-Risk
2.76,24.9,23.79,71.75,8.0,400.0,Female,Accounting,Average
2.77,16.19,44.37,49.96,4.0,200.0,Female,Mass Communication,Average
3.12,15.49,57.7,59.23,7.0,300.0,Female,Medicine,Average
2.28,12.3,40.93,61.89,5.0,100.0,Male,Civil Engineering,At-Risk
4.04,16.86,40.67,90.75,4.0,200.0,Male,Electrical Engineering,Good
4.61,30.0,52.41,63.29,6.0,200.0,Female,Electrical Engineering,Excellent
1.61,7.7,15.78,63.07,8.0,500.0,Male,Business Administration,At-Risk
3.81,29.72,40.66,74.37,8.0,300.0,Female,Law,Good
3.55,21.56,50.07,53.77,4.0,100.0,Female,Economics,Good
2.85,24.27,43.1,34.23,8.0,200.0,Male,Computer Science,Average
1.35,9.37,7.44,30.89,5.0,400.0,Male,Other,At-Risk
4.08,28.74,63.32,78.75,6.0,100.0,Female,Business Administration,Good
4.82,30.0,70.0,87.21,4.0,100.0,Male,Business Administration,Excellent
3.75,25.61,48.09,81.31,8.0,200.0,Female,Mass Communication,Good
4.63,29.52,63.45,80.07,7.0,200.0,Male,Business Administration,Excellent
4.93,28.41,53.41,78.07,7.0,300.0,Female,Economics,Excellent
2.08,22.08,26.52,50.88,7.0,100.0,Male,Other,At-Risk
3.37,15.7,47.27,70.8,8.0,400.0,Female,Accounting,Average
2.63,15.82,38.21,63.9,4.0,200.0,Female,Economics,Average
4.94,29.71,70.0,81.39,5.0,400.0,Male,Civil Engineering,Excellent
0.92,7.55,14.86,50.08,4.0,300.0,Female,Mass Communication,At-Risk
2.36,11.99,30.86,52.05,6.0,200.0,Female,Computer Science,At-Risk
4.44,28.21,64.45,74.58,6.0,300.0,Male,Civil Engineering,Good
1.78,9.83,32.91,45.91,4.0,100.0,Female,Other,At-Risk
4.05,16.36,55.87,89.29,7.0,400.0,Female,Accounting,Good
2.22,13.38,33.66,55.34,4.0,200.0,Female,Electrical Engineering,At-Risk
4.91,23.96,67.25,81.97,7.0,200.0,Male,Business Administration,Excellent
4.48,18.18,57.49,92.97,7.0,100.0,Male,Mechanical Engineering,Good
1.86,11.82,30.17,73.7,8.0,200.0,Male,Accounting,At-Risk
3.97,26.23,51.08,79.69,4.0,200.0,Female,Mechanical Engineering,Good
2.02,14.73,31.31,66.53,8.0,200.0,Female,Business Administration,At-Risk
3.23,22.21,45.43,79.1,6.0,500.0,Female,Mass Communication,Average
3.46,11.12,46.05,65.5,8.0,200.0,Female,Computer Science,Average
4.23,18.59,56.64,81.06,7.0,100.0,Male,Law,Good
0.61,13.53,4.48,24.49,7.0,300.0,Male,Computer Science,At-Risk
1.49,3.71,7.7,45.84,4.0,200.0,Female,Accounting,At-Risk
3.7,25.28,54.91,68.18,7.0,300.0,Female,Medicine,Good
3.04,14.78,44.35,62.4,6.0,400.0,Female,Other,Average
2.73,16.78,45.02,55.26,8.0,100.0,Female,Mechanical Engineering,Average
0.75,1.32,6.23,36.11,7.0,300.0,Female,Computer Science,At-Risk
2.07,15.21,44.1,60.13,4.0,100.0,Female,Law,At-Risk
4.39,27.04,58.46,81.52,8.0,100.0,Female,Mass Communication,Good
0.64,1.59,1.95,19.02,4.0,100.0,Female,Economics,At-Risk
2.28,8.45,24.03,49.95,5.0,100.0,Male,Computer Science,At-Risk
4.75,29.86,52.67,71.84,5.0,200.0,Female,Accounting,Excellent
0.73,0.0,22.47,41.19,8.0,500.0,Female,Business Administration,At-Risk
3.87,25.38,65.2,81.52,4.0,500.0,Male,Business Administration,Good
1.66,23.09,28.04,52.48,8.0,100.0,Female,Computer Science,At-Risk
4.4,30.0,54.43,74.92,5.0,500.0,Female,Civil Engineering,Good
3.86,26.74,68.49,78.76,7.0,400.0,Female,Other,Good
4.49,26.49,59.99,79.13,4.0,300.0,Female,Computer Science,Good
1.47,0.0,18.45,36.28,5.0,400.0,Male,Other,At-Risk
2.89,10.73,51.97,72.11,7.0,300.0,Male,Accounting,Average
4.01,30.0,61.37,86.26,7.0,200.0,Male,Economics,Good
1.61,5.69,40.09,58.76,8.0,300.0,Female,Other,At-Risk
1.54,5.73,23.53,42.38,8.0,400.0,Female,Mechanical Engineering,At-Risk
0.62,2.91,5.54,49.26,6.0,400.0,Female,Other,At-Risk
4.81,23.57,62.49,82.82,5.0,100.0,Male,Civil Engineering,Excellent
3.7,16.04,36.96,80.88,5.0,500.0,Male,Civil Engineering,Good
3.36,19.91,44.81,65.21,8.0,200.0,Female,Business Administration,Average
3.85,18.63,63.03,73.94,7.0,500.0,Female,Economics,Good
2.89,13.65,45.28,40.5,8.0,200.0,Female,Civil Engineering,Average
2.64,11.95,37.16,58.69,6.0,100.0,Female,Law,Average
2.52,17.75,27.36,61.19,6.0,500.0,Female,Computer Science,Average
3.38,19.13,49.16,66.48,8.0,300.0,Female,Medicine,Average
1.41,7.55,27.8,64.44,7.0,200.0,Male,Medicine,At-Risk
4.5,29.96,66.39,72.33,5.0,100.0,Female,Accounting,Good
4.15,24.21,59.47,74.2,6.0,100.0,Female,Economics,Good
2.07,11.05,22.65,45.83,5.0,100.0,Female,Law,At-Risk
3.1,20.97,50.39,61.61,7.0,500.0,Male,Mass Communication,Average
1.13,10.15,0.0,53.93,4.0,100.0,Female,Mechanical Engineering,At-Risk
4.88,28.52,70.0,100.0,8.0,100.0,Female,Accounting,Excellent
4.56,27.78,70.0,77.75,8.0,500.0,Male,Economics,Excellent
4.65,23.98,53.01,78.55,4.0,500.0,Male,Civil Engineering,Excellent
1.99,7.66,26.0,42.37,7.0,200.0,Male,Other,At-Risk
1.26,11.41,17.59,58.2,4.0,400.0,Female,Accounting,At-Risk
1.45,10.94,16.64,58.65,5.0,300.0,Male,Economics,At-Risk
0.91,7.71,20.96,39.8,5.0,300.0,Male,Mechanical Engineering,At-Risk
1.04,7.65,18.35,28.52,6.0,200.0,Male,Business Administration,At-Risk
0.82,5.16,12.71,26.78,8.0,400.0,Male,Economics,At-Risk
4.95,30.0,70.0,91.16,6.0,500.0,Female,Business Administration,Excellent
0.83,9.68,11.8,45.49,5.0,400.0,Female,Law,At-Risk
1.1,11.13,40.79,22.5,4.0,500.0,Female,Electrical Engineering,At-Risk
4.22,24.83,60.33,77.46,8.0,100.0,Female,Electrical Engineering,Good
3.11,25.6,45.12,83.52,5.0,400.0,Male,Civil Engineering,Average
3.98,25.05,42.1,75.64,6.0,500.0,Female,Civil Engineering,Good
3.34,23.2,42.4,84.97,4.0,300.0,Male,Law,Average
4.47,28.23,70.0,90.13,5.0,500.0,Female,Mass Communication,Good
3.37,21.47,36.54,59.63,6.0,200.0,Male,Accounting,Average
2.85,13.42,22.63,61.27,8.0,500.0,Female,Accounting,Average
3.71,25.75,52.16,73.2,5.0,500.0,Male,Civil Engineering,Good
2.51,29.31,46.15,50.63,6.0,400.0,Male,Accounting,Average
2.06,10.47,29.14,44.99,8.0,400.0,Male,Medicine,At-Risk
2.6,15.98,33.77,76.32,5.0,300.0,Female,Medicine,Average
1.26,5.35,2.82,35.39,5.0,200.0,Male,Other,At-Risk
4.08,22.07,60.8,89.8,4.0,300.0,Female,Economics,Good
1.67,17.76,28.71,45.71,8.0,500.0,Male,Civil Engineering,At-Risk
1.19,3.78,2.42,44.03,4.0,100.0,Female,Computer Science,At-Risk
1.61,7.28,31.6,54.92,5.0,200.0,Male,Medicine,At-Risk
4.29,17.8,66.18,75.49,4.0,300.0,Male,Law,Good
1.99,8.13,36.86,59.51,7.0,200.0,Male,Economics,At-Risk
3.59,12.98,54.89,52.58,5.0,400.0,Female,Other,Good
4.35,29.28,66.18,86.64,7.0,200.0,Male,Civil Engineering,Good
0.85,19.1,16.06,15.51,7.0,400.0,Male,Computer Science,At-Risk
3.94,21.82,62.14,75.04,4.0,100.0,Female,Economics,Good
1.88,2.97,11.83,61.16,5.0,200.0,Female,Electrical Engineering,At-Risk
1.47,13.35,8.64,53.92,4.0,400.0,Female,Computer Science,At-Risk
3.6,17.97,44.51,60.22,4.0,300.0,Female,Medicine,Good
4.59,30.0,63.28,73.43,6.0,400.0,Female,Business Administration,Excellent
1.83,9.56,28.69,45.04,5.0,400.0,Female,Economics,At-Risk
3.06,15.2,45.43,68.58,4.0,200.0,Female,Law,Average
1.8,9.94,34.2,31.33,6.0,300.0,Male,Business Administration,At-Risk
2.99,21.75,51.11,65.8,6.0,500.0,Male,Economics,Average
3.3,18.65,39.2,72.69,8.0,500.0,Male,Accounting,Average
3.25,17.0,47.36,66.13,7.0,100.0,Female,Economics,Average
3.31,18.84,39.5,74.92,5.0,400.0,Male,Medicine,Average
1.11,0.29,14.0,45.53,6.0,300.0,Female,Business Administration,At-Risk
3.62,23.71,53.27,68.03,4.0,100.0,Male,Accounting,Good
3.54,12.28,22.24,53.07,5.0,400.0,Male,Economics,Good
3.57,19.21,69.29,74.19,6.0,100.0,Male,Electrical Engineering,Good
0.83,8.8,16.2,30.47,4.0,200.0,Male,Mechanical Engineering,At-Risk
2.51,16.58,30.39,54.35,8.0,400.0,Female,Computer Science,Average
2.34,17.0,48.19,62.88,6.0,500.0,Male,Mechanical Engineering,At-Risk
0.89,5.02,9.68,54.86,7.0,300.0,Male,Business Administration,At-Risk
1.5,14.85,22.07,47.63,5.0,500.0,Male,Other,At-Risk
2.48,19.53,30.88,65.35,8.0,500.0,Male,Other,Average
3.84,25.29,67.02,61.67,5.0,300.0,Female,Law,Good
1.57,14.04,21.1,51.26,8.0,100.0,Female,Economics,At-Risk
4.23,29.16,60.47,80.21,6.0,400.0,Male,Mechanical Engineering,Good
2.96,15.54,51.02,77.77,7.0,100.0,Male,Civil Engineering,Average
3.92,16.81,59.59,71.66,5.0,500.0,Male,Law,Good
2.63,17.86,36.34,59.1,8.0,200.0,Male,Mass Communication,Average
2.75,19.21,47.33,73.54,4.0,400.0,Female,Other,Average
3.29,25.18,66.35,68.54,4.0,400.0,Female,Business Administration,Average
4.68,23.37,68.0,75.02,6.0,300.0,Male,Accounting,Excellent
2.71,11.75,38.92,88.07,8.0,500.0,Male,Accounting,Average
2.88,19.57,41.67,53.76,8.0,400.0,Male,Computer Science,Average
3.21,18.9,55.41,67.86,8.0,500.0,Male,Electrical Engineering,Average
3.82,13.48,48.67,79.29,6.0,100.0,Male,Computer Science,Good
0.82,6.82,9.3,42.56,8.0,300.0,Female,Law,At-Risk
2.82,7.66,27.19,61.95,6.0,500.0,Male,Mechanical Engineering,Average
2.67,11.28,27.87,60.16,6.0,500.0,Male,Medicine,Average
4.65,30.0,60.92,83.42,4.0,300.0,Female,Business Administration,Excellent
2.72,25.45,37.64,51.49,7.0,100.0,Male,Law,Average
2.61,9.57,50.66,82.79,5.0,200.0,Male,Electrical Engineering,Average
4.83,27.33,70.0,85.76,4.0,300.0,Male,Civil Engineering,Excellent
2.53,15.38,28.09,66.3,5.0,400.0,Male,Mechanical Engineering,Average
1.31,16.79,12.57,42.42,7.0,500.0,Male,Business Administration,At-Risk
1.48,6.39,31.66,44.17,5.0,100.0,Male,Economics,At-Risk
0.93,3.19,22.01,36.59,5.0,200.0,Female,Electrical Engineering,At-Risk
0.5,10.76,7.26,20.53,5.0,200.0,Female,Medicine,At-Risk
2.44,12.79,30.67,57.72,6.0,500.0,Male,Other,Average
3.96,27.38,64.46,73.47,7.0,100.0,Male,Computer Science,Good
3.8,15.42,45.26,87.32,7.0,200.0,Male,Computer Science,Good
0.64,3.01,12.16,25.77,4.0,200.0,Female,Other,At-Risk
3.06,10.09,61.09,61.01,5.0,100.0,Male,Medicine,Average
1.19,1.89,18.36,35.35,7.0,400.0,Female,Other,At-Risk
4.73,30.0,60.08,100.0,5.0,300.0,Female,Medicine,Excellent
1.25,7.27,20.83,36.34,4.0,300.0,Male,Medicine,At-Risk
3.32,18.32,42.72,75.46,5.0,500.0,Male,Electrical Engineering,Average
1.97,8.06,16.4,63.32,7.0,300.0,Male,Accounting,At-Risk
3.39,19.22,53.03,69.18,7.0,200.0,Female,Business Administration,Average
2.36,15.64,41.91,44.49,4.0,200.0,Male,Mass Communication,At-Risk
3.92,28.42,52.37,63.38,7.0,500.0,Male,Computer Science,Good
1.54,0.0,18.51,57.05,4.0,300.0,Female,Computer Science,At-Risk
4.58,23.3,56.37,72.31,7.0,100.0,Female,Economics,Excellent
2.75,17.3,37.31,66.93,6.0,400.0,Male,Other,Average
3.9,22.92,50.13,77.97,4.0,400.0,Male,Other,Good
4.32,27.96,52.44,85.66,5.0,200.0,Female,Economics,Good
4.99,30.0,70.0,94.65,8.0,300.0,Male,Business Administration,Excellent
1.51,7.52,24.84,38.76,6.0,300.0,Female,Civil Engineering,At-Risk
1.79,8.11,29.65,41.74,7.0,100.0,Female,Other,At-Risk
